NAME	786-0	BT-549	CCRF-CEM	COLO 205	EKVX	HCC-2998	HCT-15	HOP-62	HOP-92	HS 578T	HT29	K-562	KM12	M14	MDA-MB-231/ATCC	MDA-MB-435	NCI-H23	NCI-H322M	NCI-H522	OVCAR-3	OVCAR-5	OVCAR-8	PC-3	RXF-393	SF-268	SF-295	SK-MEL-2	SN12C	SNB-19	SNB-75	SW-620	T-47D	U251	A498	A549/ATCC	ACHN	CAKI-1	HCT-116	LOX IMVI	MALME-3M	MCF7	MOLT-4	NCI-H460	OVCAR-4	SF-539	SK-MEL-5	SR	UACC-257	UACC-62	UO-31
UBE2H	53.25	42.84	43.12	28.91	21.79	30.37	38.74	41	16.89	39.47	38.5	46.64	30.52	43.95	28.69	19.65	31.81	32.69	25.88	35.86	38.53	26.59	32.23	43.27	17.24	34.57	36.87	46.3	58.64	34.13	39.59	30.26	42.92	46.85	21.8	35.87	22.75	31.18	25.52	41.69	25.81	57.5	57.49	44.58	46.23	42.14	35.79	28.19	24.41	52.81
FADS6	13.18	17.93	35.16	8.01	9.32	8.09	7.68	18.4	32.49	14.84	13.41	16.79	11.35	23.1	18.41	18.01	27.8	11.88	18.31	2.49	9.64	8.87	7.28	14.67	17.51	13.98	26.41	11.69	34.81	8.1	20.1	32.03	14.14	6.97	12.68	15.61	10.16	14.27	9.59	20.55	3.92	38.05	20.63	15.14	21.32	11.36	19.01	9.99	11.22	20.82
SPINK2	30.83	26	21.67	33.44	21.48	11.67	23.21	34.09	22.47	12.56	12.14	11.12	20.7	31.64	20.2	19.73	21.53	35.15	84.99	25.28	30.22	24.63	13.51	27.94	39.94	27.7	28.07	27.45	15.7	18.47	26.46	26.96	23.61	17.64	18.56	31.03	19.93	39.38	38.55	56.07	100	39.57	24.75	20.45	34.85	21.88	40.43	47.89	29.53	33.94
DES	47.82	12.52	2.33	14.91	23.72	10.05	8.13	25.61	65.15	12.84	14.1	10.52	9.37	6.69	9.89	13.04	9	14.45	5.94	25.76	12.67	7.13	36.22	18.04	16.43	31.72	10.73	13.31	17.02	23.11	13.3	12.49	10.63	24.98	18	9.26	14.65	11.09	11.79	13.64	10.29	13.73	18.51	31.3	22.01	7.96	14.89	9.9	16.1	23.28
IGDCC3	30.07	1.79	2.05	53.69	117.04	36.45	88.28	194.1	309.59	256.78	12.65	2.59	385.06	3.54	1243.23	2.4	6.97	178.57	5.77	2.44	67.02	738.84	8.29	1259.88	216.89	152.96	7.04	119.48	48.99	105.62	12.12	6.78	38.65	18.73	2.55	5.71	2.03	106.06	7.77	3.1	2.94	7.2	32.88	53.68	28.46	6.25	1.08	4.15	2.16	8.06
SCD2	85.32	41.4	68.02	84.45	80.51	69.13	70.88	85.26	99.61	87.46	96.27	99.61	62.81	77.91	43.52	41.73	86.59	63.92	90.5	82.78	103.27	103.07	99.86	53.78	94.27	85.96	98.84	119.07	112.13	69.17	104.1	102.97	83.67	121.07	66.44	105.76	73.72	68.32	73.71	108.29	113.64	82.8	91.02	166.67	75.21	168.08	79.96	115.11	186.63	65
COL7A1	27.87	48.45	44.58	11.26	11.36	13.24	8.89	8.31	20.83	12.57	4.54	52.83	7.47	12.61	22.76	34.23	9.18	15	8.51	6.28	7.51	10.52	41.31	96.41	12.01	26.08	7.81	21.94	5.68	32.61	14.32	23.85	22.68	9.85	5.88	4.77	32.73	12.54	68.02	7.17	23.07	48.5	15.89	49.57	30.89	18.34	11.74	25.74	28.75	14.15
CLDN6	133.96	27.54	16.21	313.92	191.66	344.83	224.2	176.87	498.9	306.98	138.17	99.64	173.1	163.78	112.41	451.09	173.21	257.85	100.39	130.84	399.82	69.27	286.79	140.11	152.16	318.32	275.31	181.26	313.61	412.7	250.8	88.09	555.92	470.36	88.71	198.21	146.29	597.56	137.57	148.23	231.33	17.95	262.96	106.54	434.73	181.64	128.87	454.03	314.66	107.57
1700017B05RIK	456.85	1248.96	324.6	294.77	123.59	465.21	211.68	192.91	479.59	689.95	316.54	528.3	228.31	676.26	183.46	531.31	151.65	195.67	257.52	171.16	293.39	180.35	115.45	323.22	568.59	349.05	245.04	236.17	653.33	399.24	494	320.9	701.48	540.54	177.82	182.6	261.15	280.23	805.84	275.46	145.26	295.45	768.91	268.61	348.3	496.06	267.3	1046.7	869.84	120.97
GNG13	224.09	405.53	650.48	609.32	1594.46	384.87	566.14	395.09	258.95	333.82	950.66	481.16	620.47	477.8	373.93	505.48	608.34	812.51	315.51	220.1	608.86	275.6	310.06	134.63	294.42	223.01	144.89	305.31	341.11	281.72	942.6	898.21	336.17	169.93	573.29	189.55	301.12	705.92	599.1	155.09	819.94	467.81	233.82	330.2	292.81	391.74	582.57	278.09	102.77	333.48
3110040M04RIK	74.86	84.68	63.61	145	140.26	96.8	104.37	64.52	54.57	64.34	190.8	61.64	116.5	68.75	54.5	117.07	38.64	137.57	32.38	104.8	88.23	46.78	36.86	54.5	74.09	68.99	109.7	40.25	91.39	108.23	70.18	116.91	105.06	71.11	109.97	104.93	71.77	94.41	23.97	111.79	38.38	54.92	45.78	69.32	99.72	70.84	103.98	33.46	92.84	82.45
PHLDB2	32.92	35.25	43.46	6.79	5.37	3.23	13.95	17.82	27.77	9.64	4.19	5.79	18.69	4.35	12.4	2.36	20.79	10.61	58.65	12.54	8.18	3.54	23.96	8.08	17.65	8.08	4.13	15.13	40.57	16.65	12.4	19.6	5.53	5.38	5.03	7.42	16.61	11.6	13.41	11.28	2.88	53.3	36.49	3.05	7.93	4.12	5.29	15.85	21.3	2.59
ZFP3	9.46	9.72	14.9	21.59	12.15	10.06	4.66	9.64	6.75	12.85	7.62	9.73	16.1	8.35	14.23	10.52	11.21	13.14	5.45	32.28	7.16	7.17	11.11	9.27	17.86	5.81	11.39	14.37	7.58	7.26	8.31	7.66	5.34	9.55	3.7	6.09	7.64	11.28	13.23	12.3	25.08	20.39	21.02	7.03	11.75	14.26	5.34	19.89	15.43	8.26
TACC3	30.54	34.04	2215.64	1445.48	20.1	23.41	41.07	51.27	41.44	37.52	46.7	34.88	253.9	43.87	49.33	53.03	46.91	54.55	35.98	36.93	58.2	31.65	60.48	34.3	35.6	27.94	25.09	41.23	35.57	41.11	849.1	48.11	43.22	67.09	47.07	33.73	28.13	800.64	40.57	52.56	49.07	2716.29	31.31	49.85	25.52	64.61	53.93	45.51	39.43	48.22
AEBP1	52.86	78.47	60.25	39.64	48.77	63.42	41.12	57.77	76.02	40.55	74.39	56.03	80.47	55.85	38.95	62.86	65.74	60.65	52.74	83.32	33.88	270.69	216.36	79.78	40.17	66.16	62.6	70.93	77.77	55.61	60.75	64.82	66.5	60.55	82.69	169.9	72.25	13.45	95.34	84.7	69.84	39.5	65.22	100.96	74.63	39.51	41.88	118.38	77.36	71.24
GM70	231.47	219.56	25.48	70.25	98.95	192.98	98.12	155.44	143.55	129.37	69.75	105.4	65.14	137.17	106.11	112.77	167.24	266.24	44.19	65.2	180.22	135.22	111.83	127.96	102.04	301.39	98.59	272.48	120.97	204.88	49.53	64.98	187.93	123.98	78.24	221.76	182.08	35.33	190.11	72.84	122.81	63.53	274.79	55.09	271.4	142.86	602.95	213.8	247.75	142.49
BCL2L2	9.62	4.98	5.46	6.78	15.04	6.61	5.15	15.89	5.15	5.54	8.57	4.36	3.69	5.39	25.68	6.08	9.27	6.28	7.09	12.08	8.47	18.13	7.64	12.34	23.43	4.95	4.65	10.12	15.48	10.46	5.57	4.6	14.27	13.57	5.51	6.71	11.52	12.19	4.1	7.1	28.91	19.54	5.98	9.24	9.14	17.34	6.99	5.27	27.07	2.79
LTBR	10.01	20.68	23.16	30.05	24.13	33.45	22.89	10.72	10.58	18.71	4.88	20.05	7.04	6.51	18.33	12.09	31.06	32.79	10.26	10.7	9.65	8.92	20.8	12.9	29.03	4.26	11.38	8.67	9.72	28	4.88	34.45	5.13	15.03	10.57	6.07	5.17	16.7	16.36	32.25	13.31	13.68	7.28	19.63	6.34	28.71	7.45	13.14	20.69	7.47
MOXD1	207.6	247.66	592.38	426.7	400.54	352.55	495.94	263.86	453.4	179.18	315.4	512.96	539.57	294.9	256.58	414.91	426.28	366.14	583.41	344.89	178.11	367.01	399.7	173.1	251.44	377.57	241.18	257.44	219.84	312.69	517.02	549.09	330.09	314.89	275.3	450.93	352.19	402.39	469.56	313.62	593.83	559.92	624.15	304.67	349.95	353.62	473.76	259.01	270.55	256.15
BACE1	89.98	139.22	316.18	103.43	106.16	171.69	205.23	135.38	131.84	72.36	105.12	249.14	133.49	133.44	70.9	80.77	247.5	223.37	171.05	123.07	124.22	144.28	62.62	138.99	173.51	196.02	89.02	114.47	144.51	198.35	229.4	204.23	180.85	125.35	169.48	248.24	189.82	95.4	82.53	116.25	232	247.47	192.05	216.16	223.21	50.57	164.06	44.42	55.07	168.92
CDCP1	2477.61	2563.3	4531.16	3286.44	2022.54	2444.9	3647.36	2279.79	2697.63	1460.98	3325.94	5007.14	3584.71	3571.07	1961.08	3233.92	2882.79	2101.6	2384.64	3366.79	2460.78	3277.17	3715.53	2839.86	1899.36	2747.14	3116.41	3882.06	1562.94	1357.35	4192.2	4175.39	1995.28	2087.46	2486.79	3368.75	3488.89	3085.67	3903.14	2135	3658.17	5862.42	3440.57	2606.3	1396.41	3013.49	3827.31	2750.82	3709.77	3238.24
DIP2A	3634.87	2958.5	3273.98	3633.55	3832.05	2844.49	2082.9	4005.22	4137.82	4042.29	3113.65	2584.32	2958.38	3322.86	4263	4343.08	4011.62	3582.04	2630.66	3559.64	2584.88	5048.8	4097.58	4902.15	3687.36	4752.15	3216.9	3654.63	4990.63	4178.17	2686.3	3324.95	3445.95	2549.98	2944.54	3543.44	3306.71	3185.01	3510.82	2145.8	2870.09	2742.47	2460.11	3427.31	2910.46	3041	3553.01	3598.13	2508.99	3351.8
HIP1	19.48	3.65	5.66	5.88	17.84	8.83	8.56	13.51	4.17	5.21	4.25	9.77	6.53	14.1	14.87	6.87	10.26	12.76	5.43	14.15	10.54	10.39	7.35	15.5	11.6	16.54	9.74	20.86	17.09	9.77	6.48	8.38	5.06	12.78	5.47	10.75	14.75	7.31	15.64	10.37	12.78	7.22	8.17	14.68	18.05	6.53	18.98	21.38	6.78	25.96
KLHL23	40.94	58.53	40.72	122.57	66.09	50.5	77.78	49.09	100.57	30.76	68.48	57.92	71.92	55.55	63.58	74	46.81	57.02	38.84	86.23	82.54	49.13	115.84	98.87	63.62	83.43	64.02	56.44	116.31	81.39	42.73	62.45	62.14	94.92	32.45	81.55	53.65	93.61	46.18	69.2	85.78	65.46	35.56	49.93	41.27	80.14	46.86	56.67	101.81	79.41
LXN	46.66	63.1	16.47	32.36	16.59	7.59	27.47	71.5	341.52	122.99	36.71	44.72	7.56	10.07	517.24	10.33	11.79	12.06	9.52	15.7	432.12	21.28	120.26	104.86	21.73	48.7	54.08	20.34	36.8	17.9	11.33	15.84	29.99	43.35	19.07	10.43	31.92	59.97	34.68	12.36	15.8	18	16.53	23.91	12.03	11.63	24.09	14.06	14.18	37.35
NFATC1	610.35	65.93	31	47.05	166.34	78.49	65.1	204.7	187.45	188	62.95	107.51	67.22	47.48	38.36	74.42	107.91	127.13	178.02	84.48	88.69	702.63	108.94	693.28	206.26	119.59	172.02	322.89	78.08	141.43	80.19	69.91	116.63	650.95	766.89	529.86	172.34	70.42	156.38	36.99	124.85	39.71	229.7	548.31	184.21	169.1	96.68	50.02	41.89	776.5
SPEG	22.72	11.54	20.6	19.85	66.11	20.44	41.23	72.98	20.33	40.53	31.4	38.12	21.53	76.87	49.69	166.53	35.77	39.25	48.95	32.61	36.9	13.59	23.75	22.12	47.95	41.03	66.51	28.16	43.24	45.34	47.41	27.43	51.31	66.35	44.19	20.47	28	25.11	17.62	41.45	27.27	37.85	45.66	22	49.51	17.24	28.95	41.96	46.87	25.75
2310030G06RIK	199.44	90.97	157.14	163.71	129.22	236.49	206.04	204.85	202.49	118.46	174.56	160.02	246.97	157.4	219.84	222.71	176.16	235.14	300.1	247.49	230.05	364.54	246.07	118.58	222.43	251.12	124.92	234.41	239.72	167.92	218.11	210.52	151.26	155.23	196.26	237.12	250.58	191.64	230.92	134.63	178.63	248.58	162.06	171.72	123.97	163.65	201.81	203.79	152.11	222.89
CRYAB	97.42	61.13	165.75	151.14	180.66	159.93	160.41	99.07	86.67	97.47	195.67	165.92	122.21	81.05	83.5	117.19	179.45	128.45	199.09	228.49	121.3	46.01	120.09	100.16	130.43	63.48	106.77	130.81	108.05	86.71	189.91	216.69	76.18	128.36	121.88	104.49	94.2	175.61	108.7	56.45	215.32	116.99	90.68	125.1	55.94	175.81	132.86	80.6	118.1	74.73
RHOX6	680.38	737.64	1032.25	761.89	594.05	880.7	927.58	848.44	670.21	498.86	795.96	525.66	815.36	493.74	724.45	425.71	685.03	885.06	425.7	869.98	1151.17	664.52	522.61	835.24	847.11	940.94	585.21	1173.84	919.11	809.19	833.43	704.03	706.24	646.88	1155.86	817.61	724.88	632.66	636.22	580.73	942.59	974.17	431.47	937.35	893.19	626.02	891.74	1113.8	842.46	754.89
PARP4	3776.8	2422.99	1757.8	1359.22	2416.95	1875.81	2031.01	2694.64	2417.14	3696.38	2198.24	1251.69	1744.08	3126.12	2709.97	1404.18	2220.99	2120.32	1578.73	1943.05	2855.17	2245.21	2765.52	3705.16	2521.42	3884.19	1172.12	3427.16	2206.24	3128.73	2095.68	2013.89	2015.82	3791.09	2186.14	2303.74	3345.68	2135.86	2187.63	2781.66	1345.02	1361.01	1931.82	2464.02	3423.77	2861.13	2387.73	3805.14	2973.61	2985.34
SIRT2	1274.64	2494.86	3545.72	3045.09	2126.62	3738.32	1712.94	3290.4	3975.74	996.24	2648.97	2095.99	3408.58	3054.5	2272.23	3319.93	2625.72	1620.71	2293.38	2069.86	1437.88	2028.05	4631.18	980.77	1945.52	3636.45	4204.84	1608.89	1949.34	1955.98	2497.07	2975.4	1275.61	1118.89	2896.45	2121.73	2296.9	3718.99	4363.73	2202.14	1533.53	2428.03	3320.89	2821.39	1794.79	4315.99	2179.92	3645.03	3393.57	1480.68
S100A13	390.94	494.42	362.99	820.71	565.65	643.03	535.32	471.63	559.31	444.51	1148.21	305.23	746.64	896.25	706.54	762.76	461.67	872.49	302.44	559.7	507.61	399.59	531.48	346.81	497.09	318.85	713.54	223.06	547.28	873.34	613.29	624.86	376.57	640.85	659.77	463.18	362.77	705.73	418.8	1061.71	475.65	508.28	545.46	330.73	452.45	1030.9	464.63	862.69	567.07	475.79
EMP2	127.68	24.61	11.45	52.3	53.85	25.57	66.16	47.6	23.64	50.86	105.72	6.53	56.31	27.88	13.49	16.52	22.26	27.89	20.39	30.42	15.24	21.22	41.15	50.23	44.43	35.15	34.65	20.82	7.03	38.99	67.53	15.65	26.5	127.16	21.39	94.43	64.15	58.97	35.71	20.43	19.08	16.38	51.44	24.45	72.29	19.59	20.66	43.42	26.03	89.99
RAI1	19.91	38.86	19.6	29.9	24.8	24.39	22.3	41.52	26.52	103.49	13.82	13.85	13.76	24.16	57.43	22.16	19.13	31.75	22.7	21.94	25.24	31.02	14.77	24.32	55.7	29.39	30.04	24.54	46.03	30.47	29.02	19.3	23.34	62.98	30.53	22.76	19.19	22.67	23.41	27.08	22.19	32.61	41.68	23.8	21.29	28.18	38.66	29.48	24.45	18.51
IER3	125.48	251.8	236.16	250.24	226.8	497.7	293.24	197.73	255.92	261.8	233.66	177.23	458.63	251.8	245.77	295.65	254.23	245.19	331.24	140.37	108.64	464.29	634.61	119.11	229.22	362.32	195.32	333.95	403.1	191.8	258.03	178.56	237.67	122.99	214.39	169.73	162.99	277.86	282.79	382.69	113.45	166.73	459.69	352.43	178.32	530.09	270.72	219.87	282.04	224.42
8430419L09RIK	26.12	15.87	37.12	4.04	28.51	27.51	56.97	25.25	29.49	25.33	29.13	39.14	30.48	41.8	14.04	23.08	30.74	35.96	41.61	20.95	12.63	22.63	16.58	7.26	40.48	14.65	53.83	7.53	11.55	23.95	36.95	37.72	26.13	7.66	18.85	13.93	9.15	34.06	40.6	31.45	41.73	28.38	36.26	37.57	31.81	21.16	23.86	17.82	7.25	9.44
SERP2	36.14	45.38	39.28	26.27	40.85	31.18	25.62	45.94	42.9	38.43	28.47	30.94	29.19	36.61	28.56	39.03	49.54	54.5	35.41	53.02	44.55	35.52	39.94	51.59	54.63	23.78	43.29	53.23	45.73	42.03	24.6	59.05	22.44	46.67	34.92	38.73	52.73	36.32	40.1	42.67	29.38	33.3	34.19	35.13	21.86	53.65	24.06	40.74	29.67	43.38
A130022J15RIK	3.22	2.65	6.45	4.42	1.66	2.69	13.23	7.43	14.05	13.08	5.81	4.96	6.48	16.82	11.91	8.08	5.61	5.23	7.37	10.68	7.64	6.12	4.78	1.96	16.06	2.62	5.51	10.62	2.68	11.18	20.53	7.31	15.72	6.52	4.45	2.69	2.49	3.52	2.41	10.97	10.92	14.75	9.02	6.97	4.54	12.82	16.78	3	2.67	7.67
STAT5B	25.81	23.27	29.77	79.49	106.75	28.51	68.59	73.43	30.09	45.26	91.48	45.85	93.77	48.21	50.01	22.78	102.26	74.9	103.91	97.39	145.65	95.12	108.15	55.6	29.58	44.45	53.39	93.97	40.26	29.6	72.75	43.63	78.22	45.59	58.67	88.59	33.58	70.28	42.27	74.99	70.08	92.15	38.86	26.46	99.29	16.57	31.85	33.55	21.76	29.97
CYBA	20.6	16.32	5.17	7.34	5.23	10	7.04	65.32	5.2	96.07	6.78	3.23	5.93	25.77	19.79	28.77	2.8	9.49	6.75	2.74	15.71	2.72	23.82	17.73	19.01	7.35	7.78	15.03	39.59	12.96	37.14	3.26	26.44	9.18	14.36	7.17	3.28	8.27	300.37	13.92	3.6	10.89	20.32	4.72	3.78	73.8	7.45	44.38	12.79	4.29
ANKRD34B	99.2	67.71	211.13	98.3	139.29	100.18	93.04	142.53	99.49	150.63	137.98	52.17	104.22	234.88	79.27	234.32	95.94	165.77	108.96	122.27	107.59	105.08	149.03	83.26	174.35	127.76	206.96	95.27	202.53	332.65	69.49	175.46	196.33	127.88	99.2	150.65	125.08	97.69	109.98	1133.76	139.32	150.06	118.72	100.02	169.37	719.54	117.99	1350.42	309.24	112.47
HIST1H1C	434.77	306.52	15.75	125.5	210.19	170.86	337.15	393.3	193.37	295	301.3	115.15	271.21	103.5	455.16	72.7	86.67	551.93	404.98	228.61	575.65	207.24	206.22	477.85	642.08	247.12	328.06	614.91	73.65	218.41	282.47	94.57	118.02	355.89	171.4	539.65	667.91	207.91	271.43	11.31	121	134.12	151.93	260.41	159.61	67.92	10.33	43.87	104.04	1101.22
2210011C24RIK	230.7	217.04	238.28	283.85	296.32	302.99	350.58	223.43	378.35	162.66	182.88	280.91	379.99	232.99	220.86	298.43	304.46	253.32	211.62	213.76	378.11	331.62	330.36	167.78	195.02	224.51	209.2	337.45	172.9	160.72	277.69	220.43	208.59	141.21	401.48	187.64	186.32	281.03	261.97	283.3	288.52	207.51	292.33	169.53	158.31	505.51	257.57	303.91	310.67	212.8
TGM2	24.69	5.15	15.56	16.29	3.56	13.34	3.18	5.81	2.73	7.34	3.26	6.23	14.89	8.41	3.13	3.4	3.58	5.57	8.44	7.13	17.27	4.6	10.41	5.11	7.32	2.89	13.3	4.98	10.44	3.2	10.6	6.84	3.23	8.69	4.49	3.95	4.62	2.3	9.06	11.51	4.28	8.57	12.1	4.8	4.69	10.56	13.55	6.24	2.73	3.22
SH3BP1	3.38	10.66	1.82	2.93	1.48	2.72	1.51	1.49	1.08	2	0.82	9.09	1.8	3.96	20.98	4.3	1.71	1.85	6.09	4.18	487.08	2.18	1.88	3.72	1.67	4.03	3.3	2.81	2.27	1.87	3.22	10.78	1.04	6.48	1.99	2.2	1.47	1.17	3.36	9.41	2.49	5.55	2.07	1.09	1.91	31.53	1.95	33.25	15.69	6.23
RBP4	6.98	9.95	11.66	2.69	4.08	5.36	6.18	5.56	6.85	5.31	2.69	7.55	6.89	3.34	9.84	13.4	4.31	3.84	6.98	8.5	7.52	4.82	3.85	3.94	5.57	9.17	7.94	6.57	5.36	4.98	3.19	3.49	4.9	7.54	5.13	9.23	4.35	3.15	5.2	3.9	11.5	23	5.95	6.61	4.74	9.05	6.19	3.8	15.98	21.66
MAPK13	10.47	8.69	7.98	5.38	3.51	16.85	6.87	9.55	6.09	12.5	6.7	6.98	4.59	9.24	9.26	7.33	6.75	7.14	17.17	11.31	9.12	10.91	9.8	12.32	5.62	3.39	16.87	25.5	9.23	10.34	9.34	9.17	8.12	13.88	5.16	25.36	10.57	4.32	7.05	22.02	13.89	11.39	8.73	12.77	12.65	8.99	19.73	10.39	8.09	8.67
PLAUR	58.6	54.48	98	77.05	89.56	107.51	86.47	79.35	67.48	67.73	63.27	95.28	102.99	58.24	57.64	70.32	114.04	115.93	89.36	91.91	75.33	64.02	86.3	65.96	82.42	43.88	69.63	66.92	46.66	52.54	88.17	102.58	54.8	35.45	72.55	71.56	64.77	69.18	42.77	123.06	224.81	93.01	106.27	82.2	74.98	96.15	70.8	105.09	150.84	49.48
SYNGR3	32.94	29.52	41.85	16.89	9.87	30.51	36.38	28.36	26.52	29.92	18.87	29.23	29.91	12.94	29.04	16.75	46.71	30.67	24.62	40.12	14.71	24.37	15.72	21.22	31.52	19.67	16.05	17.83	25.16	26.88	24.08	22.46	23.59	22.11	16.76	48.43	15.93	18.51	11.32	21.11	10.63	14.79	20.89	18.63	11.88	30.78	39.29	7.94	28.86	18.28
ABTB2	43.85	5.16	3.96	4.52	9	2.57	7.03	6.42	4.55	6.23	2.67	3.32	6.94	13.69	4.68	13.48	28.29	4.27	1.8	17.45	1.64	6.97	9.59	28.13	11.92	10.09	2.13	2.61	62.82	26.8	5.36	4.84	63.48	31.71	4.45	9.59	4.32	3.97	5.2	13.1	15.66	7.44	5.86	1.97	7.31	7.75	11.48	16.8	17.43	31.44
ULK2	11.77	5.1	24.7	5.06	6.53	4.51	7.48	5.32	8.04	12.44	4.74	7.86	6.62	8.4	7.48	7.3	7.46	7.43	7.24	5.66	11.5	6.68	7.67	6.83	9.68	9.04	16.68	28.93	11.58	6.83	6.1	5.15	12.15	8.18	7.97	12.5	12.88	6.13	7.47	5.92	25	29.46	7.03	42.74	9.91	9.47	12.98	7.82	11.1	5.52
SYAP1	133.64	359.62	252.97	253.67	312.32	227	275.11	275.03	227.99	201.81	337.85	151.93	371.35	974.74	270.68	386.87	277.35	224.53	252.64	201.21	234.38	259.47	236.39	125.81	305.72	271.01	552.82	355.28	213.35	163.19	319.22	271.54	177.92	127.78	173.55	117.18	163.01	514.19	447.65	203.8	312.99	201.62	267.96	265.79	230.55	414.58	157.99	270.8	125.7	172.77
PRPH	38.06	19.23	15.45	21.88	27.97	39.7	33.17	35.79	25.37	37.43	24.43	14.62	21.94	37.05	32.55	26.2	30.07	24.46	60.97	19.9	25.42	28.1	44.67	27.21	23.34	22.78	31.46	17.1	41.61	39.94	40.08	30.87	22.12	20.69	30.52	20.4	27.29	17.86	36.5	31.67	36.53	15.76	45.77	28.69	27.43	39.23	22.07	24.14	29.07	19.04
RIPK3	5.71	2.41	2.1	2.49	1.19	1.29	3.77	1.98	1.67	3.28	1.19	2.94	1.09	3.68	4.3	2.88	4.17	3.55	2.56	2.86	2.87	1.4	4.96	2.4	2.16	2.22	2.03	3.12	2.1	3.21	0.73	4.1	1.01	3.58	1.12	1.23	1.42	4.05	6.09	3.71	2.89	12.89	1.38	1.16	4.14	6.69	1.23	1.53	2.13	1.97
ARG2	5.55	4.7	5.6	5.65	4.52	6.19	4.4	4.5	5.42	4.78	4.03	6.38	5.01	5.82	5.03	7.9	5.03	8.8	4.43	5.6	5.29	6.29	5.25	4.65	6.65	4.68	4.78	7.23	7.49	6.16	4.42	4.61	5.48	10.53	4.64	4.37	5.82	4.81	7.16	6.8	7.38	6.64	10.19	5.16	4.88	7.84	5.22	6.32	5.97	5.54
UNC5B	90.86	111.56	141.61	139.66	93.09	221.88	232.86	139.03	188.56	133.48	110.44	206.48	206.23	133.98	184.91	167.66	275.78	186.07	361.51	98.54	138.87	91.23	130.78	137.05	152.38	176.58	205.34	141.01	172.16	172.38	126.41	134.54	138.34	152.59	155.41	146.77	93.15	154.67	190.45	148.84	144.94	231.22	248.64	155.59	132.86	291.83	168.93	100.85	131	108.16
MSL1	26.98	25.51	31.3	17.9	33.33	20.42	13.02	31.95	35.13	24.26	23.73	15.46	11.45	100.59	25.39	63.97	23.43	125.27	610.36	33.67	17.84	23.42	18.29	42.79	23.53	13.64	17.22	49.49	37.13	33.64	12.19	22.85	46.09	45.46	26.16	40.45	16.63	30.34	17.56	31.26	45.59	51.38	65.72	71.47	30.29	36.36	55.04	25.19	108.01	41.9
CHST14	104.95	4055.39	104.15	1258.69	156.4	1049.02	258.62	604.38	309.37	747.64	1292.56	1497.6	417.33	141.74	145.25	69.73	3049.22	1817.76	4523.35	4082.78	1009.58	647.13	576.88	1689.3	425.04	451.18	1016.73	1633.88	363.48	963.32	1247.25	991.43	916.91	66.21	79.37	2557.7	334.56	1101.53	1210.31	652.61	3071.81	395.8	1163.94	703.69	2125.72	61.8	203.73	210.14	52.37	3354.39
CYBRD1	18.16	14.54	14.64	12.22	9.49	14.4	14.05	10.95	10.13	18.46	11.09	13.93	11.48	13.95	9.01	16.15	13.09	18.58	3.47	15.74	28.83	9.96	5.45	20.06	9.05	13.18	13.11	10.05	15.07	6.95	8.95	9.83	3.58	8.96	7.45	13.43	11.24	7.29	10.24	15.68	22.48	42.75	8.45	10.32	15.01	29.37	24.24	24.09	36.75	14.77
FLT4	282.67	527.31	206.13	108.7	84.61	226.59	98.15	158.53	106.4	249.18	352.75	52.97	82.53	163.32	348.91	109.54	122.65	194.52	93.05	62.01	156.16	141.77	96.32	298.4	187.87	265.52	109.95	182.43	173	235.63	82.7	235.43	111.57	178.84	92.25	161.09	228.39	108.25	372.85	122.45	115.13	174.28	163.72	37.46	714.14	192.02	621.91	93.04	74.62	195.22
GPHN	36.26	5.91	4.25	2.47	13.48	6.87	3.85	37.81	56.3	47.31	3.27	4.57	2.35	5.39	7.6	6.39	4.41	4.25	3.47	7.1	11.63	41.95	4.19	54.51	74.05	24.84	5.5	17.05	6.57	11.87	3.01	7.38	4.98	9.6	4.09	33.67	8.77	2.14	78.84	4.88	4.83	11.75	4.15	3.61	9.69	4.77	4.37	4.39	4.5	5.91
4930506M07RIK	283.43	21.92	270.51	162.06	102.5	19.53	427.46	139.61	86.01	36.09	22.46	46.01	19.48	26.87	172.31	29.18	332.89	118.77	280.97	142.7	160.14	402.97	43.03	39.17	46.23	33.73	49.35	124.91	81.13	43.84	25.73	248.98	128.77	271.52	102.2	441.83	137.37	55.82	17.92	94.39	125.33	227.84	70.28	39.44	40.83	152.11	134.93	350.14	537.68	251.46
SERF1	9.31	16.04	8.45	1211.49	9.86	1542.72	27.46	19.03	7.67	13.94	2102.24	13.17	1442.02	13.4	14.1	15.75	10.86	10.61	6.49	12.56	21.15	3.89	7.8	20.13	7.79	9.73	7.99	5.75	7.21	16.74	18.25	14.84	18.47	9.6	34.23	18.41	13.2	644.37	16.06	5.81	5.64	21.05	9.76	9.97	5.76	36.09	17.82	18.67	20.97	9.73
PDLIM2	54.07	49.4	55.54	37.77	46.31	23.83	33.84	76.53	71.34	39.59	56.32	27.87	21.4	82.97	36.88	59.72	58.58	45.73	20.89	9.88	53.75	36.21	49.35	40.12	41.42	33.69	37.24	69.44	31.23	38.72	100.52	45.5	27.92	23.37	63.23	34.51	58.99	48.6	66.8	60.83	45.06	50.58	65.88	14.63	32.36	65.28	33.81	56.56	47.25	30.68
